id_pdc_local;statut_pdc;arrondissement;id_station_local;id_station_itinerance;nom_station;implantation_station;nbre_pdc;date_maj;condition_acces;adresse_station;coordonneesXY;gratuit;paiement_acte;paiement_cb;paiement_autre;reservation;observations;num_pdl;siren_amenageur;contact_amenageur;nom_amenageur;nom_operateur;contact_operateur;telephone_operateur;nom_enseigne;tarification;id_pdc_itinerance;date_mise_en_service;accessibilite_pmr;restriction_gabarit;station_deux_roues;puissance_nominale;prise_type_ef;prise_type_2;prise_type_combo_ccs;prise_type_chademo;prise_type_autre;prise_type_3;horaires;raccordement
FR*V75*E9007*05*1;En service;07e Arrondissement;FR*V75*P9007*05;FRV75P900705;Paris | Rue Fabert 22;;3;2025-04-17;Accès libre;22 Rue Fabert 75007 Paris;48.860657, 2.311441;false;true;false;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;07465846497399;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75E9007051;2021-04-23T09:30:25+02:00;Non accessible;aucune restriction;False;22;True;True;True;True;False;True;24/7;
FR*V75*E9007*03*1;En service;07e Arrondissement;FR*V75*P9007*03;FRV75P900703;Paris | Avenue de Villars 9;;3;2024-11-08;Accès libre;9 Avenue de Villars 75007 Paris;48.852665, 2.31368;false;true;false;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;07348769804263;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75E9007031;2021-03-15T15:41:53+01:00;Non accessible;aucune restriction;False;22;True;True;True;True;False;True;24/7;
FR*V75*E9006*03*1;En service;06e Arrondissement;FR*V75*P9006*03;FRV75P900603;Paris | Rue de Rennes 66;;3;2024-11-08;Accès libre;66 Rue de Rennes 75006 Paris;48.852127, 2.331346;false;true;false;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;07359623639017;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75E9006031;2021-12-13T13:03:44+01:00;Non accessible;aucune restriction;False;22;True;True;True;True;False;True;24/7;
FR*V75*E9005*02*1;En service;05e Arrondissement;FR*V75*P9005*02;FRV75P900502;Paris | Rue Monge 55;Voirie;3;2024-11-06;Accès libre;55 Rue Monge 75005 Paris;48.84477, 2.35242;false;true;false;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;07356295129857;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75E9005021;2021-03-15T15:41:50+01:00;Non accessible;aucune restriction;False;22;True;True;True;True;False;True;24/7;Direct
FR*V75*E9001*02*1;En service;Paris centre;FR*V75*P9001*02;FRV75P900102;Paris | Rue de L'Amiral De Coligny 1;;3;2024-11-08;Accès libre;1 Rue de L'Amiral De Coligny 75001 Paris;48.86003, 2.34046;false;true;false;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;07172792976298;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75E9001021;2021-03-15T15:41:48+01:00;Non accessible;aucune restriction;False;22;True;True;True;True;False;True;24/7;
FR*V75*EPX12*19*4;En service;12e Arrondissement;FR*V75*BPX12*19;FRV75BPX1219;Paris | Rue Abel 7-9;;5;2025-01-03;;7 rue Abel 75012 PARIS;48.846645, 2.3747718;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;50088063804174;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX12194;2024-10-10T17:26:53+02:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX13*22*1;En service;13e Arrondissement;FR*V75*PPX13*22;FRV75PPX1322;Paris | avenue Edisson 67;;3;2024-12-13;;67 Avenue Edisson 75013 PARIS;48.829895, 2.3587494;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;50059409906993;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX13221;2024-12-11T12:53:40+01:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EHBSAI*AUG*04*3;En service;08e Arrondissement;FR*V75*PHBSAI*AUG;FRV75PHBSAIAUG;Paris | SAEMES Parking Saint-Augustin;;15;2024-11-08;Accès libre;18 rue Laborde 75008 PARIS;48.87577, 2.320347;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;50023671243631  (sous comptage);531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EHBSAIAUG043;2024-03-19T10:41:52+01:00;Accessible mais non réservé PMR;Véhicule electrique, hauteur 1.90 m;False;50;False;False;False;True;False;False;24/7;
FR*V75*EHBSAE*PDA*01*1;En service;16e Arrondissement;FR*V75*PHBSAE*PDA;FRV75PHBSAEPDA;Paris | SAEMES Parking Porte d'Auteuil;;15;2024-11-08;Accès libre;1-3 Av. du Général Sarrail 75016 Paris;48.846973, 2.2558389;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;50091256854973;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EHBSAEPDA011;2022-10-19T18:20:23+02:00;Accessibilité inconnue;Hauteur maximale 1.85m;False;43;False;True;False;False;False;False;24/7;
FR*V75*EPX11*18*5;En service;11e Arrondissement;FR*V75*PPX11*18;FRV75PPX1118;Paris | avenue de la République 105;;5;2024-11-08;Accès libre;105 avenue de la République 75011 Paris;48.86322, 2.3862243;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;50005294538388;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX11185;2023-03-29T12:28:11+02:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX11*18*1;En service;11e Arrondissement;FR*V75*PPX11*18;FRV75PPX1118;Paris | avenue de la République 105;;5;2024-11-08;Accès libre;105 avenue de la République 75011 Paris;48.86322, 2.3862243;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;50005294538388;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX11181;2023-03-29T12:26:06+02:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX13*21*4;En service;13e Arrondissement;FR*V75*PPX13*21;FRV75PPX1321;Paris | Avenue D'Ivry 58;;5;2024-11-08;Accès libre;58 Avenue D'Ivry 75013 Paris;48.824066, 2.364308;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7372648242370;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX13214;2022-01-13T17:47:08+01:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX20*21*6;En service;20e Arrondissement;FR*V75*PPX20*21;FRV75PPX2021;Paris | rue Frédérick Lemaître 5;;6;2024-11-08;Accès libre;5 rue Frédérick Lemaître 75020 Paris;48.873646, 2.3911798;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7233574421422;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX20216;2021-12-08T11:10:15+01:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX10*13*3;En service;10e Arrondissement;FR*V75*PPX10*13;FRV75PPX1013;Paris | Rue du Faubourg Poissonnière 64;;4;2024-11-08;Accès libre;64 Rue du Faubourg Poissonnière 75010 Paris;48.87517, 2.348162;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7136902963076;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX10133;2021-11-23T17:20:32+01:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX20*17*4;En service;20e Arrondissement;FR*V75*PPX20*17;FRV75PPX2017;Paris | Rue Pelleport 105 bis;;5;2024-11-08;Accès libre;105 Rue Pelleport 75020 Paris;48.870655, 2.3991733;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7273371817409;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX20174;2021-12-01T11:13:58+01:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX20*15*4;En service;20e Arrondissement;FR*V75*PPX20*15;FRV75PPX2015;Paris | Rue des Pyrénées 356;;6;2024-11-08;Accès libre;356 Rue des Pyrénées 75020 Paris;48.87387, 2.3864658;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7243270515296;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX20154;2021-11-16T17:34:31+01:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX18*13*5;En service;18e Arrondissement;FR*V75*PPX18*13;FRV75PPX1813;Paris | Rue Ramey 62;;6;2024-11-08;Accès libre;62 Rue Ramey 75018 Paris;48.891644, 2.344978;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7581765459805;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX18135;2021-12-01T11:24:28+01:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX17*19*7;En service;17e Arrondissement;FR*V75*PPX17*19;FRV75PPX1719;Paris | Rue Brémontier 19;;7;2024-11-08;Accès libre;19 Rue Brémontier 75017 Paris;48.884953, 2.3035011;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7548769800334;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX17197;2021-12-14T15:17:45+01:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX17*17*1;En service;17e Arrondissement;FR*V75*PPX17*17;FRV75PPX1717;Paris | Boulevard Pereire 50;;4;2024-11-08;Accès libre;50 Boulevard Pereire 75017 Paris;48.887695, 2.3050365;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7570332753657;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX17171;2021-12-01T10:58:06+01:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX16*30*4;En service;16e Arrondissement;FR*V75*PPX16*30;FRV75PPX1630;Paris | Rue de la Pompe 137;;7;2024-11-08;Accès libre;137 Rue de la Pompe 75016 Paris;48.867313, 2.280347;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7440665600514;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX16304;2021-11-03T09:59:40+01:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX16*24*4;En service;16e Arrondissement;FR*V75*PPX16*24;FRV75PPX1624;Paris | Avenue Raymond Poincaré 51;;6;2024-11-08;Accès libre;51 Avenue Raymond Poincaré 75016 Paris;48.86697, 2.2858796;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7466135934174;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX16244;2021-11-09T11:54:57+01:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX15*30*3;En service;15e Arrondissement;FR*V75*PPX15*30;FRV75PPX1530;Paris | Rue Olivier de Serres 3;;4;2024-11-08;Accès libre;3 Rue Olivier de Serres 75015 Paris;48.837017, 2.2986736;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7461794399403;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX15303;2021-11-03T10:11:24+01:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX14*11*4;En service;14e Arrondissement;FR*V75*PPX14*11;FRV75PPX1411;Paris | Avenue Jean Moulin 34;;6;2024-11-08;Accès libre;34 Avenue Jean Moulin 75014 Paris;48.82668, 2.3237355;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7334298024453;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX14114;2021-10-19T17:33:18+02:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX13*15*5;En service;13e Arrondissement;FR*V75*PPX13*15;FRV75PPX1315;Paris | Rue de Tolbiac 245;;6;2024-11-08;Accès libre;245 Rue de Tolbiac 75013 Paris;48.826233, 2.34245;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7320694552131;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX13155;2022-06-17T09:59:55+02:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX12*14*2;En service;12e Arrondissement;FR*V75*PPX12*14;FRV75PPX1214;Paris | boulevard de Picpus 7;;7;2024-11-08;Accès libre;7 boulevard de Picpus 75012 Paris;48.840687, 2.400428;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7294066463188;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX12142;2021-11-09T12:03:16+01:00;Non accessible;aucune restriction;False;3;True;True;False;False;False;False;24/7;
FR*V75*EPX11*16*1;En service;11e Arrondissement;FR*V75*PPX11*16;FRV75PPX1116;Paris | Rue Roubo 1;;5;2024-11-08;Accès libre;1 Rue Roubo 75011 Paris;48.849968, 2.387246;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7234876881697;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX11161;2021-11-23T17:32:14+01:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX09*11*4;En service;09e Arrondissement;FR*V75*PPX09*11;FRV75PPX0911;Paris | Rue Milton 12;;6;2024-11-08;Accès libre;12 Rue Milton 75009 Paris;48.87772, 2.3409176;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7154992687854;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX09114;2021-10-26T16:08:31+02:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX09*08*5;En service;09e Arrondissement;FR*V75*PPX09*08;FRV75PPX0908;Paris | boulevard Rochechouart 31;;7;2024-11-08;Accès libre;31 boulevard Rochechouart 75009 Paris;48.882973, 2.345487;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7129377637463;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX09085;2021-11-16T17:38:44+01:00;Réservé PMR;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX08*20*2;En service;08e Arrondissement;FR*V75*PPX08*20;FRV75PPX0820;Paris | Rue de Courcelles 40;;6;2024-11-08;Accès libre;40 Rue de Courcelles 75008 Paris;48.876186, 2.3082976;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7564833476105;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX08202;2021-10-26T16:16:22+02:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX07*14*5;En service;07e Arrondissement;FR*V75*PPX07*14;FRV75PPX0714;Paris | Rue de Martignac 2;;6;2024-11-08;Accès libre;2 Rue de Martignac 75007 Paris;48.859367, 2.3195393;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7306367489784;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX07145;2021-10-19T17:35:46+02:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX06*11*2;En service;06e Arrondissement;FR*V75*PPX06*11;FRV75PPX0611;Paris | Rue Michelet 6;;7;2024-11-08;Accès libre;6 Rue Michelet 75006 Paris;48.842564, 2.3363895;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7379449978816;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX06112;2021-10-26T15:53:42+02:00;Non accessible;aucune restriction;False;3;True;True;False;False;False;False;24/7;
FR*V75*EPX20*11*6;En service;20e Arrondissement;FR*V75*PPX20*11;FRV75PPX2011;Paris | Rue de Lagny 117;;6;2024-11-08;Accès libre;117 Rue de Lagny 75020 Paris;48.8492, 2.4133;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7284225651570;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX20116;2021-09-29T12:29:56+02:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX20*11*3;En service;20e Arrondissement;FR*V75*PPX20*11;FRV75PPX2011;Paris | Rue de Lagny 117;;6;2024-11-08;Accès libre;117 Rue de Lagny 75020 Paris;48.8492, 2.4133;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7284225651570;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX20113;2021-09-29T12:29:39+02:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX20*13*5;En service;20e Arrondissement;FR*V75*PPX20*13;FRV75PPX2013;Paris | Rue Frédéric Loliée 5;;6;2024-11-08;Accès libre;5 Rue Frédéric Loliée 75020 Paris;48.8495, 2.4062;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7282054885533;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX20135;2021-09-29T12:17:22+02:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX16*21*4;En service;16e Arrondissement;FR*V75*PPX16*21;FRV75PPX1621;Paris | Rue d'Auteuil 55;;6;2024-11-08;Accès libre;55 Rue d'Auteuil 75016 Paris;48.8478, 2.2636;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7441678625087;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX16214;2021-09-14T16:08:54+02:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX17*08*2;En service;17e Arrondissement;FR*V75*PPX17*08;FRV75PPX1708;Paris | Rue Legendre 126;;5;2024-11-08;Accès libre;126 Rue Legendre 75017 Paris;48.8888, 2.3222;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7553690206222;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX17082;2022-02-03T11:13:08+01:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX17*11*1;En service;17e Arrondissement;FR*V75*PPX17*11;FRV75PPX1711;Paris | Rue de Courcelles 210;;6;2024-11-08;Accès libre;210 Rue de Courcelles 75017 Paris;48.8867, 2.2955;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7549203954828;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX17111;2021-09-14T15:54:11+02:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX16*16*3;En service;16e Arrondissement;FR*V75*PPX16*16;FRV75PPX1616;Paris | Avenue Georges Mandel 1;;6;2024-11-08;Accès libre;1 Avenue Georges Mandel 75016 Paris;48.863, 2.2858;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7419392084718;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX16163;2021-09-07T12:29:38+02:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX16*12*5;En service;16e Arrondissement;FR*V75*PPX16*12;FRV75PPX1612;Paris | Avenue Mozart 68;;6;2024-11-08;Accès libre;68 Avenue Mozart 75016 Paris;48.8534, 2.2685;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7465412345108;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX16125;2021-09-21T15:17:06+02:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX16*12*3;En service;16e Arrondissement;FR*V75*PPX16*12;FRV75PPX1612;Paris | Avenue Mozart 68;;6;2024-11-08;Accès libre;68 Avenue Mozart 75016 Paris;48.8534, 2.2685;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7465412345108;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX16123;2021-09-21T15:16:58+02:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
FR*V75*EPX16*12*1;En service;16e Arrondissement;FR*V75*PPX16*12;FRV75PPX1612;Paris | Avenue Mozart 68;;6;2024-11-08;Accès libre;68 Avenue Mozart 75016 Paris;48.8534, 2.2685;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7465412345108;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX16121;2021-09-21T15:16:50+02:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;
